buurtcode,reachable_buurten_10min,avg_bike_minutes_to_reachable,avg_bike_distance_to_reachable,bikeshed_total_amenities,bikeshed_utilitarian_amenities,bikeshed_leisure_social_amenities
BU00803007,36,6.857500000000001,1917.012222222222,296.0,164.0,132.0
BU01060306,33,6.738181818181817,1896.1230303030304,185.0,131.0,54.0
BU01095062,2,4.84,1061.605,9.0,6.0,3.0
BU01095063,3,6.076666666666667,1818.4433333333334,23.0,12.0,11.0
BU01600405,2,4.405,1320.835,15.0,13.0,2.0
BU01640306,23,5.962608695652172,1687.387391304348,129.0,94.0,35.0
BU01640309,15,5.878666666666667,1700.73,67.0,54.0,13.0
BU01840006,9,4.723333333333333,1172.9288888888887,80.0,52.0,28.0
BU02000404,23,6.645217391304348,1957.5578260869565,222.0,144.0,78.0
BU02020314,40,6.143500000000001,1748.60775,391.0,215.0,176.0
BU02130314,12,6.929166666666666,2061.5091666666663,47.0,40.0,7.0
BU02220706,25,5.866400000000001,1648.7827999999995,148.0,106.0,42.0
BU02440109,4,6.9875,1937.2350000000001,21.0,14.0,7.0
BU02680209,12,6.473333333333334,1741.9425,203.0,117.0,86.0
BU02680320,13,5.857692307692308,1710.9546153846156,212.0,115.0,97.0
BU02730002,6,5.29,1577.5633333333335,66.0,46.0,20.0
BU02750009,4,5.859999999999999,1705.75,38.0,27.0,11.0
BU02850102,2,2.025,312.225,12.0,7.0,5.0
BU02891203,6,7.039999999999999,1651.5716666666667,56.0,37.0,19.0
BU02990300,2,4.95,1394.035,19.0,10.0,9.0
BU03170213,4,6.23,1832.6100000000001,27.0,20.0,7.0
BU03350209,5,5.564,1616.306,37.0,26.0,11.0
BU03610901,9,5.673333333333333,1679.861111111111,33.0,26.0,7.0
BU03940986,2,3.7,995.58,10.0,9.0,1.0
BU04150306,4,6.904999999999999,1450.6100000000001,40.0,28.0,12.0
BU04792220,24,7.075,1834.6254166666668,78.0,48.0,30.0
BU04890513,42,6.199999999999999,1798.5747619047615,195.0,154.0,41.0
BU05121500,14,7.34857142857143,2173.2042857142856,118.0,81.0,37.0
BU07171201,3,5.0633333333333335,1347.58,31.0,15.0,16.0
BU07430302,23,4.4113043478260865,1319.8726086956522,97.0,74.0,23.0
BU07550008,4,3.9974999999999996,1209.2875,33.0,20.0,13.0
BU07620114,19,6.301578947368422,1858.5826315789477,52.0,31.0,21.0
BU07620200,17,5.478823529411764,1628.8247058823529,33.0,21.0,12.0
BU07722180,41,6.379024390243903,1789.8285365853662,406.0,217.0,189.0
BU08553703,68,6.669264705882353,1921.169705882353,526.0,312.0,214.0
BU0363AK08,90,6.733444444444444,1958.561666666667,1148.0,515.0,633.0
BU05560402,19,4.684210526315789,1341.3289473684213,157.0,89.0,68.0
BU06420907,20,6.104500000000001,1765.4360000000001,80.0,59.0,21.0
BU06870007,30,6.153333333333333,1816.9443333333334,220.0,129.0,91.0
BU09570100,21,5.905714285714287,1681.0047619047618,215.0,127.0,88.0
BU09940206,2,3.92,690.225,6.0,4.0,2.0
BU09950634,34,6.549411764705883,1885.2855882352942,170.0,132.0,38.0
BU15810109,8,5.53875,1541.9525,79.0,50.0,29.0
BU16761509,4,4.56,1357.5275000000001,17.0,10.0,7.0
BU16800209,2,1.81,285.895,10.0,7.0,3.0
BU17083301,2,1.62,489.99,11.0,7.0,4.0
BU17190301,11,3.517272727272727,1053.5309090909088,60.0,40.0,20.0
BU17210307,11,3.6345454545454547,1066.2972727272727,48.0,32.0,16.0
BU17240609,12,5.983333333333332,1762.3958333333333,44.0,34.0,10.0
BU17310509,2,2.965,889.365,6.0,6.0,0.0
BU18590117,16,4.01875,1147.054375,68.0,53.0,15.0
BU18830402,6,6.096666666666667,1807.095,75.0,43.0,32.0
BU18830507,4,6.284999999999999,1858.1925,56.0,35.0,21.0
BU19010508,21,5.757142857142857,1714.1814285714286,128.0,90.0,38.0
BU19402304,6,4.670000000000001,1398.0083333333334,59.0,40.0,19.0
BU19480110,10,4.837,1368.077,54.0,37.0,17.0
BU19500609,2,1.0,300.465,7.0,6.0,1.0
BU19612205,20,6.1435,1389.3455,114.0,83.0,31.0
BU19612301,14,5.843571428571428,1648.793571428571,86.0,56.0,30.0
BU19700400,5,5.6979999999999995,1574.516,24.0,19.0,5.0
BU00347301,23,6.215217391304349,1708.5239130434782,141.0,97.0,44.0
BU00720100,9,6.613333333333333,1839.1655555555558,60.0,44.0,16.0
BU00740105,8,6.74125,1842.0825,99.0,66.0,33.0
BU00808206,2,3.84,817.83,27.0,17.0,10.0
BU00981003,11,3.7490909090909086,1107.8145454545454,50.0,40.0,10.0
BU01411803,22,5.601818181818181,1641.2950000000003,137.0,107.0,30.0
BU01411805,24,5.770416666666666,1699.7454166666664,168.0,120.0,48.0
BU01630203,22,5.854545454545455,1726.2504545454542,123.0,96.0,27.0
BU01750101,19,5.00578947368421,1436.7463157894736,111.0,70.0,41.0
BU01800100,5,5.248,1569.672,24.0,18.0,6.0
BU02021367,1,0.0,0.0,13.0,5.0,8.0
BU02250202,17,4.769411764705882,1212.1523529411768,51.0,32.0,19.0
BU02281201,20,6.045000000000002,1720.2459999999999,168.0,119.0,49.0
BU02300106,12,5.251666666666668,1557.7366666666667,83.0,54.0,29.0
BU02330505,1,0.0,0.0,5.0,3.0,2.0
BU02960002,19,7.440526315789476,2106.51052631579,64.0,55.0,9.0
BU03120009,7,7.284285714285715,2168.9371428571426,57.0,29.0,28.0
BU03400504,12,7.007499999999999,1834.8825,85.0,64.0,21.0
BU03440611,54,6.061296296296298,1815.9912962962962,714.0,369.0,345.0
BU03550407,2,2.165,652.16,14.0,9.0,5.0
BU03580100,3,3.7900000000000005,1097.91,22.0,16.0,6.0
BU0363FA05,26,6.929230769230769,1997.2134615384614,246.0,124.0,122.0
BU0363FN04,39,6.697948717948718,1668.1338461538462,398.0,229.0,169.0
BU0363SE02,19,5.882631578947368,1724.1452631578948,130.0,91.0,39.0
BU03920401,47,6.509361702127662,1814.7274468085106,456.0,279.0,177.0
BU03920404,38,6.6742105263157905,1908.5244736842108,364.0,238.0,126.0
BU03921603,39,6.9710256410256415,1795.2117948717948,263.0,179.0,84.0
BU03990701,9,6.823333333333334,1900.2355555555555,55.0,38.0,17.0
BU04410191,1,0.0,0.0,5.0,3.0,2.0
BU04730107,15,4.794666666666667,1280.272666666667,94.0,61.0,33.0
BU06370105,84,6.5432142857142885,1812.1010714285717,99.0,70.0,29.0
BU07030109,5,3.9059999999999997,1042.724,34.0,24.0,10.0
BU07030202,6,3.4566666666666666,1035.2483333333332,40.0,30.0,10.0
BU07580505,11,6.292727272727273,1811.4263636363635,172.0,90.0,82.0
BU07721140,41,6.560731707317073,1825.0685365853662,450.0,241.0,209.0
BU07941601,18,7.444444444444443,2011.5594444444444,210.0,132.0,78.0
BU07960605,6,6.566666666666667,1952.82,37.0,25.0,12.0
BU08280607,40,7.159750000000001,2077.266999999999,226.0,151.0,75.0
BU00901001,33,5.7681818181818185,1685.9518181818175,0.0,0.0,0.0
BU00901004,34,5.34,1544.0464705882355,0.0,0.0,0.0
BU0363AC03,142,6.182323943661974,1851.8684507042258,1752.0,745.0,1007.0
BU05051901,48,7.296666666666668,2153.441458333334,315.0,187.0,128.0
BU05320211,27,6.980740740740741,2030.6777777777777,141.0,102.0,39.0
BU05420000,29,7.621379310344828,2167.1334482758616,169.0,118.0,51.0
BU06130521,21,6.33809523809524,1673.6780952380952,101.0,82.0,19.0
BU06420312,73,6.095342465753426,1685.0856164383565,346.0,251.0,95.0
BU08551401,79,6.301898734177214,1815.401265822785,548.0,305.0,243.0
BU08580009,8,6.00625,1738.6775,84.0,48.0,36.0
BU08580101,11,5.284545454545455,1522.365454545455,92.0,63.0,29.0
BU08990126,43,6.518837209302324,1864.9511627906975,281.0,175.0,106.0
BU08990144,34,6.910882352941177,1977.9461764705882,253.0,152.0,101.0
BU09570202,12,5.699166666666667,1607.6183333333336,121.0,82.0,39.0
BU09951041,4,5.9575000000000005,1783.6475,12.0,10.0,2.0
BU15090300,2,0.575,177.785,27.0,16.0,11.0
BU17050003,13,4.916153846153846,1426.4707692307695,89.0,62.0,27.0
BU17080810,7,5.5200000000000005,1656.99,34.0,29.0,5.0
BU17230301,1,0.0,0.0,4.0,2.0,2.0
BU17300401,7,5.841428571428572,1457.27,47.0,35.0,12.0
BU17340706,9,6.558888888888888,1958.111111111111,28.0,22.0,6.0
BU17350008,15,4.886666666666668,1459.4933333333333,87.0,57.0,30.0
BU17421003,17,6.3358823529411765,1862.179411764706,127.0,96.0,31.0
BU18920202,10,4.011999999999999,1081.7810000000002,54.0,39.0,15.0
BU18940408,8,7.64125,2169.2650000000003,21.0,15.0,6.0
BU19040401,2,4.015,1170.735,8.0,6.0,2.0
BU19110104,10,3.692,1036.892,52.0,39.0,13.0
BU19160801,42,6.203095238095239,1743.6176190476187,352.0,226.0,126.0
BU19404001,1,0.0,0.0,5.0,5.0,0.0
BU19500501,3,5.6499999999999995,1670.8566666666666,12.0,8.0,4.0
BU19791256,27,6.0274074074074075,1670.6092592592595,109.0,90.0,19.0
BU19822701,6,6.888333333333333,2054.888333333333,22.0,17.0,5.0
BU00342603,53,6.070566037735847,1744.651132075472,327.0,220.0,107.0
BU00600009,2,0.83,257.27,23.0,10.0,13.0
BU00806305,6,5.411666666666666,1528.0166666666667,30.0,23.0,7.0
BU00851116,18,4.379999999999999,1199.8594444444443,98.0,72.0,26.0
BU00930214,8,5.56125,1491.7962499999999,66.0,35.0,31.0
BU01140402,4,2.965,836.7675,21.0,16.0,5.0
BU01480115,2,3.935,1164.295,16.0,9.0,7.0
BU01640903,25,6.774,1967.9963999999995,206.0,125.0,81.0
BU01660000,18,5.715,1636.4927777777777,188.0,124.0,64.0
BU01770509,2,0.9,258.45,19.0,14.0,5.0
BU01890108,4,7.137500000000001,1703.0949999999998,16.0,13.0,3.0
BU01970102,2,1.97,462.035,8.0,6.0,2.0
BU02000708,12,6.484999999999999,1896.1283333333333,109.0,74.0,35.0
BU02090122,28,5.0617857142857146,1447.1432142857138,134.0,95.0,39.0
BU02281102,19,5.975263157894737,1645.628947368421,169.0,116.0,53.0
BU02300300,3,5.400000000000001,1619.7299999999998,21.0,17.0,4.0
BU02460001,4,4.8625,1453.3175,16.0,14.0,2.0
BU02680615,11,6.258181818181819,1828.0754545454547,167.0,91.0,76.0
BU02990100,5,5.618,1620.56,34.0,25.0,9.0
BU04795160,1,0.0,0.0,5.0,2.0,3.0
BU04847101,9,5.417777777777778,1590.857777777778,43.0,32.0,11.0
BU05031207,55,6.649454545454546,1770.4632727272735,423.0,246.0,177.0
BU05230303,10,5.257,1546.034,36.0,28.0,8.0
BU05340202,27,6.458148148148148,1771.671111111111,149.0,107.0,42.0
BU05530103,17,6.006470588235295,1563.3276470588232,119.0,79.0,40.0
BU06290000,13,6.696923076923076,1902.88,120.0,72.0,48.0
BU06420904,18,6.590555555555556,1890.145,70.0,55.0,15.0
BU07170508,5,4.004,1213.15,43.0,20.0,23.0
BU07170709,3,3.703333333333333,1109.6666666666667,15.0,13.0,2.0
BU07171009,5,5.564,1478.314,29.0,18.0,11.0
BU07550109,2,0.895,275.41,14.0,8.0,6.0
BU0363ER01,106,6.641226415094342,1943.2749999999996,1301.0,616.0,685.0
BU0363KJ02,110,6.797454545454547,1968.9123636363627,1400.0,629.0,771.0
BU03560503,39,7.332307692307692,2044.9756410256412,288.0,190.0,98.0
BU03560600,22,7.270000000000001,2063.6690909090908,190.0,125.0,65.0
BU03610503,24,6.892500000000001,1836.0845833333326,219.0,150.0,69.0
BU03621001,27,6.1944444444444455,1778.3470370370374,221.0,149.0,72.0
BU0363FP06,44,7.032954545454547,2040.7699999999998,490.0,259.0,231.0
BU0363KH06,43,7.1537209302325575,1995.7099999999996,522.0,260.0,262.0
BU03770001,28,7.197499999999999,2033.3624999999995,229.0,159.0,70.0
BU03920205,67,6.643731343283582,1931.799104477612,598.0,379.0,219.0
BU03940232,11,5.605454545454546,1546.2254545454548,104.0,69.0,35.0
BU04020904,6,6.931666666666666,1893.28,52.0,28.0,24.0
BU04320302,23,6.060434782608694,1783.784347826087,95.0,74.0,21.0
BU06370203,93,6.0902150537634405,1697.7858064516117,121.0,81.0,40.0
BU06371206,84,6.427261904761904,1817.2765476190477,90.0,65.0,25.0
BU06420310,81,6.419629629629632,1848.505679012345,371.0,277.0,94.0
BU08551503,81,6.502839506172841,1815.8329629629636,574.0,326.0,248.0
BU08551601,76,6.683289473684211,1931.7365789473686,529.0,318.0,211.0
BU07726340,15,5.974,1732.9840000000002,106.0,72.0,34.0
BU07960702,24,6.88,1934.9762500000004,182.0,124.0,58.0
BU08093091,6,4.126666666666666,1145.375,42.0,26.0,16.0
BU08554406,48,7.018125000000001,2031.8804166666662,298.0,195.0,103.0
BU08554502,70,7.175714285714286,2084.565428571428,478.0,270.0,208.0
BU09171001,12,6.606666666666666,1908.345,113.0,64.0,49.0
BU09570702,6,5.32,1446.1783333333333,56.0,36.0,20.0
BU09841501,18,5.8066666666666675,1706.6716666666664,128.0,94.0,34.0
BU15251207,38,5.339736842105263,1487.4989473684209,179.0,131.0,48.0
BU15860607,13,4.3938461538461535,1275.8361538461538,71.0,49.0,22.0
BU16401400,4,4.3925,1266.665,26.0,17.0,9.0
BU16810009,4,5.140000000000001,1540.5575,22.0,17.0,5.0
BU16810102,2,3.79,1145.8,18.0,14.0,4.0
BU16810103,2,4.255,1174.555,10.0,8.0,2.0
BU16817901,2,0.0,0.0,4.0,4.0,0.0
BU16818002,3,4.3999999999999995,1316.0166666666667,17.0,14.0,3.0
BU17050204,20,6.202,1753.9864999999998,133.0,87.0,46.0
BU17081103,4,5.145,1541.1625,24.0,14.0,10.0
BU17081105,5,5.592,1678.6380000000001,25.0,19.0,6.0
BU17190403,6,5.286666666666666,1556.5666666666666,29.0,19.0,10.0
BU17290002,5,6.587999999999999,1869.0,41.0,25.0,16.0
BU17341505,9,3.057777777777778,854.4533333333333,52.0,35.0,17.0
BU17741017,15,4.140666666666667,1206.2653333333333,76.0,58.0,18.0
BU17830902,16,6.130624999999999,1808.7475,92.0,63.0,29.0
BU18590417,10,3.819,1093.5100000000002,60.0,40.0,20.0
BU18950604,8,6.7875,2030.16,54.0,44.0,10.0
BU19041201,26,6.922692307692306,1874.8115384615387,169.0,123.0,46.0
BU19160504,31,6.908709677419355,1916.5267741935486,236.0,160.0,76.0
BU19241302,2,1.835,551.27,10.0,7.0,3.0
BU19300804,59,5.916949152542372,1703.249152542373,372.0,273.0,99.0
BU19300904,46,6.676739130434783,1820.1130434782601,280.0,205.0,75.0
BU19480106,2,4.995,606.7,9.0,5.0,4.0
BU19550004,3,4.083333333333333,1052.7133333333334,18.0,10.0,8.0
BU19600509,5,6.831999999999999,2047.164,31.0,23.0,8.0
BU19600602,6,6.544999999999999,1876.5699999999997,38.0,29.0,9.0
BU19781301,10,5.537,1659.0459999999998,35.0,29.0,6.0
BU19791885,4,3.8925,1150.175,23.0,17.0,6.0
BU19910607,4,6.722499999999999,2015.5875,20.0,13.0,7.0
BU00342002,56,6.791071428571429,1873.5241071428568,330.0,230.0,100.0
BU00370101,12,5.400833333333334,1493.3108333333332,104.0,74.0,30.0
BU00370102,10,4.386,1293.815,88.0,60.0,28.0
BU00802007,53,6.093962264150942,1784.7788679245286,466.0,282.0,184.0
BU01060803,31,5.739677419354839,1615.5893548387096,126.0,109.0,17.0
BU01411001,40,5.59675,1665.5984999999994,310.0,196.0,114.0
BU01530500,23,6.065652173913043,1675.0408695652175,257.0,155.0,102.0
BU01530602,12,6.634166666666666,1765.3941666666667,152.0,104.0,48.0
BU01530608,10,6.171999999999999,1625.2749999999999,110.0,73.0,37.0
BU01602601,6,6.319999999999999,1893.5216666666665,40.0,27.0,13.0
BU01770117,12,6.359999999999999,1865.6833333333334,74.0,54.0,20.0
BU01770119,16,5.748749999999999,1679.1999999999998,101.0,76.0,25.0
BU01931110,34,5.43,1591.5029411764704,334.0,206.0,128.0
BU02020338,44,6.0995454545454555,1731.259545454546,432.0,233.0,199.0
BU02090153,28,5.567142857142857,1369.7339285714284,142.0,101.0,41.0
BU02300204,6,3.638333333333333,1097.1683333333333,42.0,27.0,15.0
BU02330304,2,4.07,817.65,13.0,10.0,3.0
BU02620308,1,0.0,0.0,2.0,2.0,0.0
BU02670301,9,6.988888888888889,2050.051111111111,72.0,55.0,17.0
BU02670402,1,0.0,0.0,4.0,2.0,2.0
BU02690001,7,5.394285714285714,1624.6814285714286,42.0,28.0,14.0
BU02690004,4,4.245,1036.6125,15.0,12.0,3.0
BU02740504,8,5.48625,1383.16625,30.0,23.0,7.0
BU02890302,29,5.144482758620691,1460.0037931034483,178.0,120.0,58.0
BU03030322,15,5.456,1401.7086666666667,96.0,76.0,20.0
BU03072000,54,6.240370370370372,1817.5379629629626,326.0,247.0,79.0
BU03212063,21,7.600476190476191,2061.919047619048,99.0,81.0,18.0
BU03530027,30,5.917,1494.732,165.0,115.0,50.0
BU03560303,25,6.288800000000001,1774.8580000000002,192.0,138.0,54.0
BU03940564,7,7.555714285714285,2082.59,37.0,21.0,16.0
BU03960800,43,6.376976744186044,1808.1813953488377,287.0,216.0,71.0
BU04000508,18,5.859999999999999,1590.5100000000004,88.0,73.0,15.0
BU04820301,28,5.42392857142857,1481.0228571428572,147.0,96.0,51.0
BU04980010,13,5.49,1621.723076923077,68.0,50.0,18.0
BU05051907,7,6.775714285714286,2005.1057142857146,28.0,19.0,9.0
BU05470101,22,6.303636363636363,1709.141363636364,148.0,102.0,46.0
BU05690819,5,6.104,1788.55,22.0,11.0,11.0
BU05900602,23,6.951739130434782,2030.3478260869565,113.0,84.0,29.0
BU06060402,43,6.534883720930233,1889.8234883720934,319.0,189.0,130.0
BU06260001,22,7.04,1957.9609090909094,265.0,168.0,97.0
BU06320105,11,6.107272727272728,1559.080909090909,138.0,89.0,49.0
BU06320106,12,5.905,1710.8275,127.0,83.0,44.0
BU06640106,11,5.890000000000001,1644.7154545454543,112.0,70.0,42.0
BU06640331,10,5.379,1588.282,112.0,71.0,41.0
BU07480204,14,5.620714285714287,1665.5735714285713,164.0,98.0,66.0
BU07580300,15,6.306,1865.6680000000001,240.0,123.0,117.0
BU07725320,18,6.658333333333333,1850.027222222222,199.0,133.0,66.0
BU07772004,31,5.670967741935484,1506.4290322580648,178.0,120.0,58.0
BU07851121,33,5.446060606060606,1591.5163636363634,154.0,115.0,39.0
BU07961106,13,5.892307692307693,1736.5892307692307,151.0,89.0,62.0
BU07961110,20,7.933,2308.9759999999997,211.0,124.0,87.0
BU0363KA04,80,6.890249999999999,1969.7659999999996,946.0,465.0,481.0
BU08450009,5,6.608,1897.3319999999999,43.0,31.0,12.0
BU08580004,12,5.5808333333333335,1643.3166666666668,111.0,66.0,45.0
BU08800201,4,4.2625,1236.7299999999998,24.0,16.0,8.0
BU08820005,22,6.301818181818181,1692.4990909090907,166.0,101.0,65.0
BU08820009,24,6.272083333333332,1702.3320833333328,188.0,120.0,68.0
BU09173800,30,6.597666666666667,1867.066666666667,266.0,174.0,92.0
BU09174101,25,6.812,1934.7624000000003,228.0,144.0,84.0
BU09174200,8,6.511249999999999,1890.3925,66.0,36.0,30.0
BU09882501,13,6.757692307692308,1984.9230769230767,132.0,82.0,50.0
BU15090100,6,5.546666666666667,1616.586666666667,64.0,36.0,28.0
BU15980504,9,5.466666666666666,1641.2033333333331,38.0,31.0,7.0
BU16550102,3,4.036666666666666,1173.05,32.0,16.0,16.0
BU16580111,12,3.831666666666667,1153.3933333333332,11.0,9.0,2.0
BU16741108,3,6.05,1627.4133333333332,33.0,16.0,17.0
BU16819501,4,3.0225,720.3575000000001,32.0,16.0,16.0
BU16990090,4,7.025,1988.0724999999998,15.0,11.0,4.0
BU16990110,3,4.403333333333333,1320.8166666666666,13.0,8.0,5.0
BU17050105,8,3.3925,1010.14125,56.0,37.0,19.0
BU17280209,8,3.9750000000000005,1153.9187499999998,46.0,30.0,16.0
BU18590018,12,4.495,1245.2516666666668,67.0,52.0,15.0
BU18590102,2,0.79,235.955,12.0,8.0,4.0
BU19000105,16,6.531874999999999,1775.6556249999999,148.0,103.0,45.0
BU19041211,20,5.099500000000001,1412.7395000000001,120.0,96.0,24.0
BU19160301,24,5.88,1614.4708333333335,178.0,118.0,60.0
BU19240604,6,6.451666666666667,1599.9466666666667,31.0,22.0,9.0
BU19310002,8,7.65,2259.5825,52.0,36.0,16.0
BU19400401,1,0.0,0.0,6.0,4.0,2.0
BU19450800,4,3.2125,873.9025,19.0,14.0,5.0
BU19480314,10,3.995,1139.98,81.0,48.0,33.0
BU19495300,6,4.515000000000001,1354.9283333333333,26.0,19.0,7.0
BU19540502,5,5.11,1517.666,39.0,26.0,13.0
BU19540601,9,6.527777777777778,1805.7666666666669,89.0,48.0,41.0
BU19550000,5,4.396,1291.694,42.0,26.0,16.0
BU19600700,4,6.705,1923.83,18.0,15.0,3.0
BU19600707,4,4.077500000000001,1050.47,13.0,11.0,2.0
BU19630051,10,4.557,1325.078,97.0,67.0,30.0
BU19781106,17,4.775294117647059,1439.2464705882353,55.0,52.0,3.0
BU19781202,13,7.143076923076923,2073.2753846153846,60.0,47.0,13.0
BU19822201,13,4.7384615384615385,1305.6992307692308,89.0,60.0,29.0
BU00141107,28,6.195714285714286,1761.8307142857143,156.0,101.0,55.0
BU00860902,5,5.272,1561.8799999999999,27.0,25.0,2.0
BU00861102,2,2.385,720.85,18.0,13.0,5.0
BU00980701,6,6.6049999999999995,1964.82,32.0,23.0,9.0
BU01069905,7,5.587142857142858,1649.678571428571,24.0,20.0,4.0
BU01480207,6,5.919999999999999,1772.1266666666668,39.0,28.0,11.0
BU01480209,5,6.741999999999999,2019.1799999999998,35.0,24.0,11.0
BU01530208,20,6.1235,1730.8579999999997,247.0,150.0,97.0
BU01530402,24,5.769583333333333,1709.51625,288.0,169.0,119.0
BU01770801,3,3.22,965.1766666666667,10.0,10.0,0.0
BU01890302,8,4.56,1320.05875,53.0,36.0,17.0
BU02000809,16,6.294999999999999,1822.7450000000001,152.0,102.0,50.0
BU02430201,29,6.568620689655174,1950.518620689655,190.0,133.0,57.0
BU02430202,27,6.498518518518519,1926.3255555555559,178.0,122.0,56.0
BU02750010,1,0.0,0.0,3.0,2.0,1.0
BU02750102,3,3.8833333333333333,737.1633333333333,33.0,18.0,15.0
BU02851002,3,4.046666666666667,1219.1366666666665,8.0,5.0,3.0
BU02970204,3,5.533333333333334,1581.4966666666667,28.0,18.0,10.0
BU03211017,39,6.255641025641026,1767.9823076923076,191.0,141.0,50.0
BU03440112,34,6.854117647058823,1954.6826470588237,438.0,232.0,206.0
BU03921207,61,6.618032786885245,1889.607868852459,593.0,349.0,244.0
BU04000502,36,6.410833333333334,1786.8361111111114,238.0,165.0,73.0
BU04020704,21,6.862380952380952,1978.248095238095,130.0,94.0,36.0
BU07360108,8,7.2725,2059.5575,76.0,47.0,29.0
BU07440201,2,1.295,158.41,18.0,8.0,10.0
BU07480000,23,5.463478260869565,1553.364347826087,244.0,148.0,96.0
BU07573000,6,5.989999999999999,1732.8983333333333,41.0,27.0,14.0
BU07724330,27,6.969999999999998,1927.0351851851854,293.0,175.0,118.0
BU07850303,39,6.990000000000003,2028.5558974358976,206.0,144.0,62.0
BU07942104,9,5.358888888888888,1491.6133333333335,69.0,42.0,27.0
BU07960804,10,6.99,1975.989,57.0,43.0,14.0
BU08260703,10,5.606,1574.8,56.0,38.0,18.0
BU08553813,91,6.710769230769229,1914.181758241758,661.0,391.0,270.0
BU0363KC04,118,6.6857627118644105,1962.9662711864403,1477.0,659.0,818.0
BU0363KD01,132,6.671590909090908,1885.7132575757569,1681.0,731.0,950.0
BU03550402,11,6.965454545454546,1904.8454545454542,116.0,78.0,38.0
BU03840203,38,6.249473684210527,1763.828157894737,231.0,140.0,91.0
BU05031300,54,6.618333333333331,1888.26037037037,434.0,281.0,153.0
BU05130703,18,6.66,1812.3144444444445,104.0,76.0,28.0
BU05530306,17,5.622941176470588,1548.4776470588235,111.0,79.0,32.0
BU06030112,35,6.534000000000001,1882.0722857142857,397.0,226.0,171.0
BU06220602,33,6.3472727272727285,1707.409393939394,246.0,169.0,77.0
BU06420701,49,6.957959183673471,1982.6432653061224,190.0,145.0,45.0
BU08552401,85,6.515529411764707,1866.177176470588,623.0,376.0,247.0
BU08553401,44,6.953863636363637,2069.195454545455,294.0,179.0,115.0
BU08610006,16,6.241875000000001,1790.4924999999998,182.0,121.0,61.0
BU09841001,14,7.500000000000001,2179.2842857142855,105.0,74.0,31.0
BU09841301,20,5.283,1556.8245000000002,145.0,107.0,38.0
BU09950220,55,6.5049090909090905,1802.5559999999998,277.0,216.0,61.0
BU09950223,36,6.993333333333334,1897.300833333333,184.0,139.0,45.0
BU15860401,4,4.1775,1235.8899999999999,22.0,14.0,8.0
BU16211311,31,6.480967741935483,1820.9822580645161,175.0,140.0,35.0
BU16580020,15,4.7846666666666655,1406.7120000000002,4.0,4.0,0.0
BU16990010,4,4.7225,1309.4499999999998,54.0,32.0,22.0
BU17090700,4,4.595,1329.1925,28.0,20.0,8.0
BU17090800,2,1.055,280.095,12.0,8.0,4.0
BU17190502,3,4.510000000000001,1332.3666666666668,18.0,15.0,3.0
BU17420301,13,4.96923076923077,1338.183076923077,69.0,49.0,20.0
BU17420303,8,6.937499999999999,1522.7875,50.0,33.0,17.0
BU18840209,3,4.306666666666666,1183.2833333333335,18.0,12.0,6.0
BU19241002,10,3.183,877.452,68.0,48.0,20.0
BU19450903,5,6.345999999999999,1894.1299999999999,31.0,19.0,12.0
BU19480414,24,5.830416666666669,1690.6175,159.0,114.0,45.0
BU19500108,2,4.715,1410.68,19.0,14.0,5.0
BU19500208,2,4.06,1208.615,8.0,6.0,2.0
BU19540003,16,7.87125,2260.8518749999994,104.0,67.0,37.0
BU19600308,4,5.8100000000000005,1687.8375,27.0,16.0,11.0
BU19600402,11,6.131818181818182,1800.7063636363634,96.0,63.0,33.0
BU19610504,4,2.58,570.8,27.0,18.0,9.0
BU19612701,22,5.171818181818182,1494.045909090909,139.0,111.0,28.0
BU19660605,6,3.6799999999999997,895.6733333333333,58.0,39.0,19.0
BU19700801,6,7.043333333333333,2043.3483333333334,46.0,32.0,14.0
BU19700909,4,4.85,1360.3625,31.0,21.0,10.0
BU19802002,11,7.155454545454545,2079.038181818182,83.0,56.0,27.0
BU00343105,5,4.322,1220.3700000000001,23.0,19.0,4.0
BU00500003,6,5.6866666666666665,1696.6983333333335,60.0,44.0,16.0
BU00806204,18,7.274444444444445,2090.5961111111114,137.0,91.0,46.0
BU00861606,10,7.843999999999999,2306.7479999999996,21.0,15.0,6.0
BU01501401,3,3.8166666666666664,974.96,19.0,11.0,8.0
BU01600906,2,2.645,792.91,7.0,5.0,2.0
BU01601101,2,4.895,1463.31,9.0,6.0,3.0
BU01640203,30,6.849333333333334,1895.5446666666664,236.0,151.0,85.0
BU01640303,25,6.055200000000001,1666.138,163.0,115.0,48.0
BU01710106,13,5.712307692307693,1664.2384615384615,138.0,94.0,44.0
BU01890008,13,5.553846153846154,1632.809230769231,84.0,61.0,23.0
BU02035426,7,7.232857142857142,2164.2257142857147,34.0,26.0,8.0
BU02680100,13,5.520769230769231,1610.215384615385,209.0,110.0,99.0
BU02690201,2,0.565,169.82,5.0,5.0,0.0
BU03030602,9,3.1966666666666663,836.5155555555555,39.0,31.0,8.0
BU03080501,4,5.195,1519.67,35.0,16.0,19.0
BU03214081,3,5.69,1290.0633333333333,18.0,15.0,3.0
BU03310019,2,3.06,923.625,20.0,13.0,7.0
BU03441013,9,5.828888888888889,1703.437777777778,95.0,63.0,32.0
BU03520001,13,3.939230769230769,1022.5553846153845,93.0,70.0,23.0
