buurtcode,klasse_apotheek,klasse_basisschool,klasse_bushalte,klasse_fastfood,klasse_horeca,klasse_huisarts,klasse_kinderopvang,klasse_kledingwinkel,klasse_restaurant,klasse_sportterrein,klasse_supermarkt,klasse_treinstation,klasse_voortgezet_onderwijs,klasse_ziekenhuis,aantal_drinkwaterpunt,utilitarian_amenities,leisure_social_amenities,total_amenities
BU03310004,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03310005,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03310006,0.0,1.0,2,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,1.0,6.0
BU03310007,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03310008,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03310009,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,3.0,4.0,7.0
BU03310010,1.0,2.0,2,0.0,2.0,2.0,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,10.0,4.0,14.0
BU03310019,0.0,0.0,2,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3.0,3.0,6.0
BU03310020,1.0,1.0,2,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,8.0
BU03310029,0.0,1.0,2,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,4.0,2.0,6.0
BU03350000,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1,13.0,11.0,24.0
BU03350001,0.0,2.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU03350100,2.0,1.0,2,1.0,2.0,2.0,2,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,10.0,7.0,17.0
BU03350101,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03350102,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03350103,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03350108,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4.0,1.0,5.0
BU03350109,0.0,0.0,2,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0,6.0
BU03350200,0.0,0.0,2,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,6.0
BU03350201,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03350202,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03350209,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03390000,1.0,1.0,2,2.0,2.0,2.0,2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0,9.0,7.0,16.0
BU03390009,0.0,1.0,2,0.0,2.0,0.0,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1,5.0,6.0,11.0
BU03400001,0.0,2.0,2,2.0,2.0,0.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1,8.0,9.0,17.0
BU03400101,0.0,1.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0,6.0
BU03400102,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03400103,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3.0,2.0,5.0
BU03400104,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,3.0,0.0,3.0
BU03400105,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03400201,2.0,1.0,2,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,0.0,9.0
BU03400202,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03400203,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03400301,0.0,1.0,2,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,2.0,7.0
BU03400302,0.0,1.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03400303,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03400401,0.0,0.0,2,0.0,2.0,0.0,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1,3.0,6.0,9.0
BU03400501,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03400502,0.0,0.0,2,0.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,3.0,4.0,7.0
BU03400503,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03400504,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0,3.0
BU03400601,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU03400701,0.0,1.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03400702,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03400703,1.0,0.0,1,0.0,0.0,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6.0,0.0,6.0
BU03400801,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3.0,6.0
BU03400901,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03401001,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,4.0
BU03401101,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,5.0
BU03401201,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03401301,0.0,0.0,2,1.0,2.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,4.0,7.0
BU03401302,0.0,0.0,2,1.0,2.0,0.0,2,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0,6.0,4.0,10.0
BU03401303,1.0,2.0,1,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,8.0
BU03401304,1.0,0.0,2,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,2.0,8.0
BU03420101,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03420102,0.0,2.0,2,2.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,4.0,10.0
BU03420103,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1,12.0,9.0,21.0
BU03420201,0.0,1.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,5.0,2.0,7.0
BU03420301,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03420302,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03420303,0.0,1.0,1,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU03420304,0.0,0.0,1,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU03420401,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03420402,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.0,0.0,5.0
BU03420403,2.0,1.0,2,2.0,2.0,2.0,2,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1,10.0,9.0,19.0
BU03420404,0.0,0.0,1,0.0,1.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3.0,2.0,5.0
BU03420405,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03420501,1.0,2.0,2,2.0,2.0,2.0,2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,11.0,6.0,17.0
BU03420601,2.0,2.0,2,2.0,2.0,2.0,2,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0,11.0,7.0,18.0
BU03420602,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03420604,0.0,2.0,1,0.0,2.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,5.0,3.0,8.0
BU03420605,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.0,4.0
BU03420606,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03420701,1.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0,11.0,9.0,20.0
BU03420702,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0,1.0,3.0
BU03420703,0.0,0.0,2,0.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,3.0,6.0,9.0
BU03420704,0.0,0.0,2,1.0,2.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5,3.0,10.0,13.0
BU03420705,0.0,0.0,2,0.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4,3.0,8.0,11.0
BU03420706,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0,3.0
BU03420801,0.0,0.0,2,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,5.0
BU03420802,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU03420803,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03420804,1.0,2.0,2,2.0,2.0,2.0,2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1,10.0,8.0,18.0
BU03440111,0.0,0.0,2,2.0,2.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,5.0,8.0
BU03440112,1.0,2.0,2,1.0,2.0,2.0,2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,11.0,6.0,17.0
BU03440113,1.0,1.0,2,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,2.0,10.0
BU03440114,0.0,0.0,1,2.0,2.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3.0,5.0,8.0
BU03440121,0.0,0.0,1,2.0,2.0,0.0,1,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1,4.0,9.0,13.0
BU03440122,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4.0,0.0,4.0
BU03440123,2.0,2.0,1,2.0,2.0,2.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1,11.0,9.0,20.0
BU03440124,0.0,1.0,1,2.0,2.0,1.0,2,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0,7.0,7.0,14.0
BU03440131,0.0,2.0,2,2.0,2.0,0.0,2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3,8.0,9.0,17.0
BU03440132,0.0,0.0,2,1.0,2.0,0.0,2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0,5.0,5.0,10.0
BU03440133,0.0,1.0,2,2.0,2.0,1.0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,5.0,7.0,12.0
BU03440211,1.0,2.0,2,2.0,2.0,2.0,2,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0,11.0,7.0,18.0
BU03440212,0.0,0.0,2,2.0,2.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,3.0,7.0,10.0
BU03440221,0.0,0.0,2,1.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3.0,3.0,6.0
BU03440222,1.0,2.0,2,2.0,2.0,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,9.0,7.0,16.0
BU03440223,0.0,0.0,2,2.0,2.0,0.0,1,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0,5.0,8.0,13.0
BU03440224,1.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1,11.0,9.0,20.0
BU03440231,1.0,0.0,2,2.0,2.0,2.0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,6.0,8.0,14.0
BU03440232,2.0,2.0,2,2.0,2.0,2.0,2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,12.0,6.0,18.0
BU03440233,2.0,1.0,2,2.0,2.0,2.0,2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,11.0,7.0,18.0
BU03440241,0.0,1.0,2,2.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,4.0,9.0
BU03440242,1.0,2.0,2,2.0,2.0,2.0,2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4,11.0,10.0,21.0
BU03440243,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03440244,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0,6.0,2.0,8.0
BU03440311,0.0,2.0,2,2.0,2.0,0.0,2,1.0,1.0,0.0,1.0,1.0,2.0,0.0,3,10.0,9.0,19.0
BU03440312,2.0,1.0,2,2.0,2.0,2.0,2,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1,11.0,8.0,19.0
BU03440321,0.0,0.0,2,2.0,2.0,0.0,1,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0,5.0,8.0,13.0
BU03440322,2.0,2.0,2,1.0,2.0,2.0,2,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3,13.0,8.0,21.0
BU03440331,2.0,2.0,2,2.0,2.0,2.0,2,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0,12.0,7.0,19.0
BU03440332,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,1.0,5.0
BU03440333,0.0,0.0,2,0.0,2.0,0.0,1,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0,5.0,7.0,12.0
BU03440341,2.0,2.0,2,1.0,2.0,2.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11.0,3.0,14.0
BU03440342,0.0,2.0,2,2.0,2.0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,7.0,5.0,12.0
BU03440343,0.0,0.0,2,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,4.0,7.0
BU03440411,0.0,1.0,2,2.0,2.0,2.0,2,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,8.0,6.0,14.0
BU03440412,0.0,0.0,2,2.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3.0,7.0,10.0
BU03440413,0.0,2.0,1,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,2.0,7.0
BU03440414,0.0,1.0,1,1.0,2.0,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,6.0,5.0,11.0
BU03440415,0.0,0.0,2,2.0,2.0,0.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,3,6.0,11.0,17.0
BU03440421,2.0,2.0,2,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,3.0,13.0
BU03440422,1.0,2.0,2,1.0,2.0,2.0,2,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0,11.0,5.0,16.0
BU03440423,2.0,1.0,2,0.0,2.0,2.0,2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,9.0,6.0,15.0
BU03440431,0.0,1.0,2,1.0,2.0,0.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,6.0,4.0,10.0
BU03440432,1.0,0.0,2,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,7.0,3.0,10.0
BU03440433,2.0,2.0,2,2.0,2.0,2.0,2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,12.0,6.0,18.0
BU03440511,0.0,2.0,2,2.0,2.0,0.0,2,2.0,2.0,0.0,2.0,1.0,0.0,0.0,3,9.0,11.0,20.0
BU03440512,2.0,1.0,2,2.0,2.0,2.0,2,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0,11.0,7.0,18.0
BU03440521,0.0,0.0,2,2.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1,4.0,7.0,11.0
BU03440522,0.0,0.0,2,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU03440523,2.0,2.0,2,2.0,2.0,2.0,2,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0,14.0,6.0,20.0
BU03440524,0.0,0.0,1,2.0,2.0,0.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3.0,7.0,10.0
BU03440525,0.0,0.0,1,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0,2.0,5.0
BU03440526,0.0,0.0,2,0.0,2.0,0.0,2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4,4.0,9.0,13.0
BU03440531,1.0,1.0,2,2.0,2.0,0.0,2,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0,10.0,6.0,16.0
BU03440532,0.0,0.0,2,1.0,2.0,1.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,4.0,7.0,11.0
BU03440533,2.0,0.0,2,1.0,2.0,0.0,2,0.0,2.0,1.0,0.0,0.0,0.0,2.0,4,8.0,10.0,18.0
BU03440534,1.0,1.0,2,0.0,2.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,8.0,4.0,12.0
BU03440535,0.0,0.0,2,0.0,2.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,3.0,8.0
BU03440611,0.0,1.0,2,2.0,2.0,0.0,1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2,5.0,10.0,15.0
BU03440612,0.0,0.0,1,2.0,2.0,0.0,1,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2,4.0,10.0,14.0
BU03440613,0.0,1.0,2,2.0,2.0,0.0,2,2.0,2.0,0.0,2.0,1.0,0.0,0.0,6,8.0,14.0,22.0
BU03440621,1.0,0.0,2,2.0,2.0,2.0,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,6.0,8.0,14.0
BU03440622,1.0,1.0,1,2.0,2.0,2.0,2,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0,11.0,8.0,19.0
BU03440623,0.0,0.0,2,2.0,2.0,1.0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,4.0,7.0,11.0
BU03440624,0.0,0.0,1,1.0,2.0,0.0,2,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1,4.0,7.0,11.0
BU03440625,0.0,2.0,2,2.0,2.0,0.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1,8.0,9.0,17.0
BU03440626,0.0,1.0,1,0.0,2.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4.0,3.0,7.0
BU03440627,1.0,0.0,1,0.0,1.0,2.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6.0,2.0,8.0
BU03440628,0.0,0.0,2,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5.0,2.0,7.0
BU03440711,2.0,0.0,2,2.0,2.0,2.0,2,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2,11.0,8.0,19.0
BU03440712,0.0,2.0,2,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,7.0,2.0,9.0
BU03440721,0.0,0.0,2,2.0,2.0,0.0,1,1.0,2.0,0.0,2.0,1.0,0.0,0.0,3,6.0,10.0,16.0
BU03440722,0.0,0.0,2,2.0,2.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4.0,6.0,10.0
BU03440723,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03440731,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03440732,1.0,2.0,2,1.0,1.0,2.0,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,11.0,3.0,14.0
BU03440733,0.0,2.0,2,0.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,7.0,3.0,10.0
BU03440811,1.0,1.0,2,1.0,2.0,2.0,2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1,9.0,7.0,16.0
BU03440812,1.0,2.0,2,2.0,2.0,2.0,2,1.0,2.0,0.0,2.0,0.0,1.0,0.0,3,12.0,10.0,22.0
BU03440821,0.0,2.0,2,1.0,2.0,0.0,1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,5.0,7.0,12.0
BU03440822,0.0,1.0,2,1.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,4.0,6.0,10.0
BU03440823,0.0,2.0,2,2.0,2.0,1.0,2,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1,10.0,8.0,18.0
BU03440831,2.0,2.0,2,2.0,2.0,2.0,2,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2,13.0,8.0,21.0
BU03440832,2.0,1.0,2,2.0,2.0,2.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1,11.0,9.0,20.0
BU03440911,2.0,0.0,2,2.0,2.0,2.0,1,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0,9.0,6.0,15.0
BU03440912,1.0,2.0,2,0.0,1.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9.0,2.0,11.0
BU03440913,0.0,1.0,2,2.0,2.0,0.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1,7.0,9.0,16.0
BU03440921,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.0,0.0,5.0
BU03440922,1.0,2.0,2,0.0,0.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,1.0,10.0
BU03440931,1.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2,11.0,10.0,21.0
BU03440932,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03440933,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03440934,0.0,1.0,2,2.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,4.0,9.0
BU03440941,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0,6.0,1.0,7.0
BU03440942,1.0,1.0,2,2.0,2.0,2.0,2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,10.0,7.0,17.0
BU03440943,0.0,2.0,2,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,2.0,8.0
BU03440951,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,5.0,1.0,6.0
BU03440952,0.0,0.0,1,1.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0,3.0,5.0
BU03440953,0.0,2.0,2,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,7.0,1.0,8.0
BU03441011,0.0,0.0,2,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,5.0
BU03441012,0.0,1.0,2,0.0,2.0,0.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,5.0,5.0,10.0
BU03441013,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1,12.0,9.0,21.0
BU03441014,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,4.0,5.0,9.0
BU03441021,0.0,2.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.0,6.0
BU03441022,2.0,0.0,2,2.0,2.0,2.0,2,2.0,2.0,0.0,2.0,1.0,2.0,0.0,1,13.0,9.0,22.0
BU03441023,0.0,2.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.0,6.0
BU03441024,1.0,2.0,2,1.0,2.0,2.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,10.0,5.0,15.0
BU03441031,1.0,0.0,2,1.0,2.0,2.0,2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,7.0,7.0,14.0
