buurtcode,klasse_apotheek,klasse_basisschool,klasse_bushalte,klasse_fastfood,klasse_horeca,klasse_huisarts,klasse_kinderopvang,klasse_kledingwinkel,klasse_restaurant,klasse_sportterrein,klasse_supermarkt,klasse_treinstation,klasse_voortgezet_onderwijs,klasse_ziekenhuis,aantal_drinkwaterpunt,utilitarian_amenities,leisure_social_amenities,total_amenities
BU03441032,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1,12.0,9.0,21.0
BU03441033,1.0,0.0,2,2.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,4.0,10.0
BU03441041,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03450001,1.0,1.0,1,2.0,2.0,2.0,2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0,8.0,7.0,15.0
BU03450002,2.0,0.0,2,1.0,2.0,2.0,1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0,8.0,7.0,15.0
BU03450003,0.0,0.0,1,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03450099,0.0,0.0,2,2.0,2.0,0.0,1,2.0,2.0,0.0,2.0,0.0,0.0,0.0,5,5.0,13.0,18.0
BU03450110,0.0,1.0,2,1.0,2.0,0.0,2,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0,7.0,4.0,11.0
BU03450111,1.0,2.0,2,2.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,4.0,13.0
BU03450112,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03450113,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,5.0,1.0,6.0
BU03450114,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03450116,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03450117,1.0,2.0,1,2.0,2.0,2.0,2,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0,10.0,5.0,15.0
BU03450118,0.0,0.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU03450220,1.0,2.0,2,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1,9.0,3.0,12.0
BU03450221,2.0,0.0,1,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,2.0,8.0
BU03450222,2.0,1.0,2,2.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,12.0,4.0,16.0
BU03450223,0.0,2.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.0,6.0
BU03450224,0.0,0.0,1,1.0,1.0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4.0,2.0,6.0
BU03450225,0.0,0.0,1,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,3.0,5.0
BU03450226,0.0,0.0,1,0.0,1.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2.0,3.0,5.0
BU03450227,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03450228,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03450330,0.0,0.0,2,0.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3.0,5.0,8.0
BU03450331,0.0,2.0,2,2.0,2.0,0.0,2,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0,10.0,8.0,18.0
BU03450332,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03450440,0.0,2.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,6.0,2.0,8.0
BU03450441,0.0,1.0,1,2.0,2.0,0.0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5.0,5.0,10.0
BU03450442,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03450443,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03450444,0.0,0.0,2,2.0,2.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4.0,5.0,9.0
BU03450445,0.0,0.0,2,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,6.0
BU03450550,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU03450551,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,1.0,6.0
BU03450552,2.0,2.0,2,2.0,2.0,2.0,2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0,11.0,7.0,18.0
BU03450553,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU03450554,1.0,1.0,2,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,10.0,0.0,10.0
BU03450555,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU03450556,0.0,0.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU03450557,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03510001,0.0,2.0,2,1.0,2.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,6.0,5.0,11.0
BU03510002,0.0,1.0,1,1.0,2.0,0.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0,6.0,7.0,13.0
BU03510003,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,4.0,2.0,6.0
BU03510004,1.0,1.0,1,1.0,2.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,14.0
BU03510005,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03510006,1.0,2.0,1,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,8.0
BU03510007,0.0,0.0,1,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,3.0
BU03510008,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03510009,0.0,0.0,2,1.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3.0,6.0,9.0
BU03510010,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03510011,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03510012,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03520000,1.0,0.0,1,2.0,2.0,2.0,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,5.0,8.0,13.0
BU03520001,1.0,0.0,2,0.0,0.0,2.0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7.0,2.0,9.0
BU03520002,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU03520003,2.0,2.0,1,0.0,1.0,2.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,10.0,2.0,12.0
BU03520004,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU03520005,2.0,0.0,1,1.0,2.0,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7.0,3.0,10.0
BU03520006,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03520007,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03520008,0.0,2.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU03520009,1.0,1.0,2,1.0,2.0,2.0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,8.0,5.0,13.0
BU03520010,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03520011,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4.0,0.0,4.0
BU03520100,0.0,0.0,2,0.0,1.0,0.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,5.0,3.0,8.0
BU03520101,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03520200,1.0,2.0,1,2.0,2.0,2.0,2,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2,9.0,8.0,17.0
BU03520201,0.0,0.0,2,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU03520300,1.0,2.0,2,1.0,2.0,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,9.0,5.0,14.0
BU03520301,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03530001,0.0,0.0,1,2.0,2.0,0.0,1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0,3.0,8.0,11.0
BU03530002,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0,3.0
BU03530003,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4.0,1.0,5.0
BU03530004,0.0,2.0,1,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,2.0,8.0
BU03530005,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU03530006,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03530007,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,4.0,3.0,7.0
BU03530008,2.0,2.0,1,2.0,2.0,2.0,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,10.0,7.0,17.0
BU03530009,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03530010,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03530011,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03530012,0.0,1.0,1,1.0,1.0,0.0,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,6.0,2.0,8.0
BU03530013,2.0,0.0,2,0.0,2.0,2.0,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,9.0,4.0,13.0
BU03530014,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,5.0
BU03530015,0.0,0.0,2,2.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,3.0,6.0,9.0
BU03530016,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03530017,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03530018,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03530019,2.0,2.0,1,1.0,1.0,2.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10.0,2.0,12.0
BU03530020,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03530021,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03530022,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03530023,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4.0,2.0,6.0
BU03530024,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03530025,1.0,2.0,2,1.0,2.0,2.0,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,10.0,5.0,15.0
BU03530026,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03530027,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03530028,0.0,0.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU03530029,0.0,0.0,1,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,3.0,5.0
BU03530030,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03550101,0.0,2.0,2,2.0,2.0,0.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0,8.0,8.0,16.0
BU03550102,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1,11.0,9.0,20.0
BU03550103,2.0,2.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,10.0,4.0,14.0
BU03550104,2.0,2.0,2,0.0,0.0,2.0,2,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0,14.0,1.0,15.0
BU03550105,0.0,1.0,2,0.0,2.0,0.0,2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,5.0,5.0,10.0
BU03550201,0.0,2.0,1,1.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,3.0,8.0
BU03550202,1.0,2.0,2,1.0,2.0,2.0,2,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1,11.0,7.0,18.0
BU03550203,0.0,0.0,2,2.0,2.0,0.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,5.0,4.0,9.0
BU03550204,0.0,1.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,5.0,3.0,8.0
BU03550205,0.0,2.0,2,1.0,2.0,2.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0,10.0,7.0,17.0
BU03550206,2.0,2.0,2,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,0.0,10.0
BU03550301,0.0,1.0,2,2.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,4.0,8.0
BU03550302,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03550303,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03550304,0.0,1.0,2,2.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,6.0,4.0,10.0
BU03550305,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03550306,2.0,1.0,1,2.0,2.0,2.0,2,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0,10.0,5.0,15.0
BU03550307,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,2.0,5.0
BU03550308,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03550309,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03550401,0.0,1.0,2,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,7.0,1.0,8.0
BU03550402,2.0,2.0,2,1.0,1.0,2.0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,12.0,2.0,14.0
BU03550403,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0,5.0,1.0,6.0
BU03550404,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03550405,0.0,1.0,2,0.0,2.0,0.0,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,4.0,5.0,9.0
BU03550406,0.0,1.0,2,0.0,2.0,0.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,6.0,4.0,10.0
BU03550407,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU03550501,0.0,1.0,2,1.0,1.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,5.0,3.0,8.0
BU03550502,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03550503,0.0,0.0,2,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,6.0
BU03550504,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03550505,2.0,0.0,2,1.0,2.0,2.0,2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2,9.0,8.0,17.0
BU03550506,0.0,1.0,2,1.0,1.0,0.0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,6.0,3.0,9.0
BU03550507,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03550508,1.0,0.0,1,0.0,0.0,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,6.0,1.0,7.0
BU03560101,0.0,0.0,1,2.0,2.0,0.0,2,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1,5.0,8.0,13.0
BU03560102,0.0,0.0,2,2.0,2.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,4.0,5.0,9.0
BU03560103,2.0,2.0,1,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.0,0.0,10.0
BU03560201,1.0,2.0,2,1.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9.0,4.0,13.0
BU03560202,0.0,2.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.0,6.0
BU03560301,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03560302,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03560303,0.0,2.0,2,2.0,2.0,0.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,7.0,5.0,12.0
BU03560401,2.0,0.0,2,2.0,2.0,2.0,1,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0,9.0,7.0,16.0
BU03560402,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU03560403,0.0,2.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.0,6.0
BU03560501,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03560502,2.0,1.0,2,1.0,1.0,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,11.0,2.0,13.0
BU03560503,0.0,1.0,2,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,6.0,1.0,7.0
BU03560600,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4.0,0.0,4.0
BU03560700,0.0,0.0,1,1.0,2.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,3.0,4.0,7.0
BU03560801,0.0,2.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.0,6.0
BU03560802,2.0,0.0,2,2.0,2.0,2.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,8.0,5.0,13.0
BU03560803,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03560804,0.0,1.0,2,0.0,1.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,4.0,4.0,8.0
BU03561001,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03561002,2.0,1.0,2,2.0,2.0,2.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,10.0,6.0,16.0
BU03561003,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03561101,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0,12.0,8.0,20.0
BU03561102,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03561200,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03561301,1.0,2.0,2,2.0,2.0,2.0,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,9.0,8.0,17.0
BU03561302,0.0,0.0,2,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0,6.0
BU03561400,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6.0,1.0,7.0
BU03561500,0.0,0.0,1,0.0,1.0,0.0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,3.0,4.0,7.0
BU03561600,0.0,1.0,2,2.0,2.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,5.0,10.0
BU03561800,0.0,0.0,2,1.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,3.0,5.0,8.0
BU03562001,0.0,0.0,2,2.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,3.0,6.0,9.0
BU03562002,0.0,0.0,1,0.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0,4.0,6.0
BU03562100,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03562200,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU03562300,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU03562400,0.0,0.0,2,2.0,2.0,0.0,1,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1,5.0,9.0,14.0
BU03562500,2.0,1.0,2,0.0,2.0,0.0,2,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1,10.0,6.0,16.0
BU03580000,2.0,1.0,1,2.0,2.0,2.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0,10.0,8.0,18.0
BU03580001,0.0,1.0,2,2.0,2.0,2.0,2,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0,10.0,8.0,18.0
BU03580004,0.0,1.0,2,0.0,2.0,0.0,2,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2,6.0,7.0,13.0
BU03580005,0.0,0.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU03580100,2.0,2.0,2,1.0,2.0,2.0,2,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0,12.0,6.0,18.0
BU03580200,0.0,0.0,1,1.0,2.0,0.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,3.0,5.0,8.0
BU03580201,0.0,0.0,2,1.0,1.0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5.0,2.0,7.0
BU03580205,0.0,2.0,2,2.0,2.0,0.0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,8.0,4.0,12.0
BU03580206,0.0,0.0,2,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU03610100,1.0,2.0,2,0.0,0.0,2.0,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10.0,2.0,12.0
BU03610101,0.0,0.0,2,1.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4.0,2.0,6.0
BU03610102,0.0,1.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6.0,0.0,6.0
BU03610103,0.0,1.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU03610104,2.0,1.0,1,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,8.0
BU03610105,2.0,2.0,2,0.0,2.0,1.0,2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,13.0,2.0,15.0
BU03610106,0.0,0.0,2,1.0,2.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,3.0,6.0,9.0
