Wogem_DANS24,life_stage,n_trips_unweighted,weighted_trips,cycling_share,car_share,utilitarian_trip_share,leisure_social_trip_share,avg_dist_km,gemeente,n_buurten,population,pop_weighted_total_access,pop_weighted_utilitarian_access,pop_weighted_leisure_social_access,share_high_density,share_vinex_like,elderly_share,family_hh_share,dominant_type,municipality_name
748,Child/Teen (<18),50,55.366178363315456,0.5568272059868526,0.22328804653208142,0.7423272007819488,0.18978970471881293,,Bergen op Zoom,38.0,70185.0,171.51442615943577,104.00577046377433,67.50865569566146,0.4210526315789473,0.0789473684210526,0.23096103155945,0.3269361110557106,Mixed gemeente,Bergen op Zoom
748,Family w/ Kids,83,79.18099563162471,0.24243917109940588,0.45516658652016223,0.4116987180543507,0.3953828237989068,,Bergen op Zoom,38.0,70185.0,171.51442615943577,104.00577046377433,67.50865569566146,0.4210526315789473,0.0789473684210526,0.23096103155945,0.3269361110557106,Mixed gemeente,Bergen op Zoom
748,Mid-life No Kids (30-54),78,73.9316236772831,0.25754931501102774,0.3427537230484801,0.3714519592052478,0.5074917388597419,,Bergen op Zoom,38.0,70185.0,171.51442615943577,104.00577046377433,67.50865569566146,0.4210526315789473,0.0789473684210526,0.23096103155945,0.3269361110557106,Mixed gemeente,Bergen op Zoom
748,Older Adult (55-69),71,63.48357607327324,0.3325062305692813,0.3585485282441207,0.4898314197482398,0.3665680625672389,,Bergen op Zoom,38.0,70185.0,171.51442615943577,104.00577046377433,67.50865569566146,0.4210526315789473,0.0789473684210526,0.23096103155945,0.3269361110557106,Mixed gemeente,Bergen op Zoom
748,Senior (70+),62,52.59225554407115,0.3726161799749319,0.14876562158337142,0.523645590417395,0.44027846194319575,,Bergen op Zoom,38.0,70185.0,171.51442615943577,104.00577046377433,67.50865569566146,0.4210526315789473,0.0789473684210526,0.23096103155945,0.3269361110557106,Mixed gemeente,Bergen op Zoom
748,Young Adult (18-29),46,44.62554065790745,0.1461842116480008,0.3536595011827931,0.5988175011556226,0.3687849268818941,,Bergen op Zoom,38.0,70185.0,171.51442615943577,104.00577046377433,67.50865569566146,0.4210526315789473,0.0789473684210526,0.23096103155945,0.3269361110557106,Mixed gemeente,Bergen op Zoom
753,Child/Teen (<18),38,47.48458741502159,0.4581428839014819,0.3306976118151402,0.4661388659167774,0.505609208843151,,Best,19.0,31665.0,1.1411653244907627,0.8376756671403758,0.3034896573503868,0.1578947368421052,0.1052631578947368,0.2073267014053371,0.376618295306962,Mixed gemeente,Best
753,Family w/ Kids,23,25.617897443215178,0.17588775913540847,0.5308419535818871,0.3775378056924118,0.35268168462512056,,Best,19.0,31665.0,1.1411653244907627,0.8376756671403758,0.3034896573503868,0.1578947368421052,0.1052631578947368,0.2073267014053371,0.376618295306962,Mixed gemeente,Best
753,Mid-life No Kids (30-54),28,31.60115017824684,0.09757512829967548,0.6538752612738149,0.4186389945358388,0.37211998174086447,,Best,19.0,31665.0,1.1411653244907627,0.8376756671403758,0.3034896573503868,0.1578947368421052,0.1052631578947368,0.2073267014053371,0.376618295306962,Mixed gemeente,Best
753,Older Adult (55-69),52,48.085355545649506,0.29132370226696513,0.3496940333532324,0.52980733239613,0.39449675436727055,,Best,19.0,31665.0,1.1411653244907627,0.8376756671403758,0.3034896573503868,0.1578947368421052,0.1052631578947368,0.2073267014053371,0.376618295306962,Mixed gemeente,Best
753,Senior (70+),37,24.50002764990773,0.2953008039875681,0.5196409221554505,0.6159537083164495,0.2612644657300678,,Best,19.0,31665.0,1.1411653244907627,0.8376756671403758,0.3034896573503868,0.1578947368421052,0.1052631578947368,0.2073267014053371,0.376618295306962,Mixed gemeente,Best
753,Young Adult (18-29),11,13.640916437792047,0.2793458458903059,0.4663004711128653,0.04700965887143008,0.8613570486683676,,Best,19.0,31665.0,1.1411653244907627,0.8376756671403758,0.3034896573503868,0.1578947368421052,0.1052631578947368,0.2073267014053371,0.376618295306962,Mixed gemeente,Best
755,Child/Teen (<18),5,6.383623528231141,1.0,0.0,0.39999999999999997,0.6,1.2217523975588491,Boekel,8.0,11470.0,37.361813426329554,23.31691368788143,14.044899738448123,0.0,0.75,0.2061900610287707,0.3977712634434087,VINEX-like gemeente,Boekel
